id,razon_social,nit,sector,empleados,ingresos_estimados,ciudad,zona,fuente,notas,estado,fecha_creacion,_source_row,id_original,id_normalizado,id_normalization_rule,id_was_inferred,razon_social_original,razon_social_normalizado,razon_social_normalization_rule,razon_social_was_inferred,nit_original,nit_normalizado,nit_normalization_rule,nit_was_inferred,sector_original,sector_normalizado,sector_normalization_rule,sector_was_inferred,empleados_original,empleados_normalizado,empleados_normalization_rule,empleados_was_inferred,ingresos_estimados_original,ingresos_estimados_normalizado,ingresos_estimados_normalization_rule,ingresos_estimados_was_inferred,ciudad_original,ciudad_normalizado,ciudad_normalization_rule,ciudad_was_inferred,zona_original,zona_normalizada,zona_normalization_rule,zona_was_inferred,fuente_original,fuente_normalizado,fuente_normalization_rule,fuente_was_inferred,notas_original,notas_normalizado,notas_normalization_rule,notas_was_inferred,estado_original,estado_normalizado,estado_normalization_rule,estado_was_inferred,fecha_creacion_original,fecha_creacion_normalizado,fecha_creacion_normalization_rule,fecha_creacion_was_inferred
70,Transportes Santa Bárbara S.A.S.,986122439-4,Metalmecánica,8,2184000000,Itagüí,ANT,evento,"Correo rebotado, el celular sí contesta.",asignado,2026-07-01,71,70,70,trim_unicode_nfc,False,Transportes Santa Bárbara S.A.S.,Transportes Santa Bárbara S.A.S.,trim_unicode_nfc,False,986122439-4,9861224394,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,2184000000,2184000000,nonnegative_decimal,False,Itagüí,Itagüí,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-07-01,2026-07-01,iso_date,False
71,Logística San Rafael S.A.,950151949-8,Hotelería,180,17747000000,Sincelejo,Costa,web,Insistió en hablar con alguien senior.,en_gestion,2026-06-09,72,71,71,trim_unicode_nfc,False,Logística San Rafael S.A.,Logística San Rafael S.A.,trim_unicode_nfc,False,950151949-8,9501519498,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,17747000000,17747000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-06-09,2026-06-09,iso_date,False
72,Grupo El Poblado S. en C.,934012288-3,,180,5362000000,Chía,Centro,campaña,Pidió que lo contacte alguien que conozca el sector.,asignado,2026-05-14,73,72,72,trim_unicode_nfc,False,Grupo El Poblado S. en C.,Grupo El Poblado S. en C.,trim_unicode_nfc,False,934012288-3,9340122883,nit_remove_formatting,False,,,missing,False,180,180,nonnegative_decimal,False,5362000000,5362000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-05-14,2026-05-14,iso_date,False
73,Industrias Sierra Nevada S. en C.,972136432-2,Alimentos y bebidas,80,4652000000,Sincelejo,costa,web,"Ya fue cliente en 2023, se retiró por precio.",en_gestion,2026-08-03,74,73,73,trim_unicode_nfc,False,Industrias Sierra Nevada S. en C.,Industrias Sierra Nevada S. en C.,trim_unicode_nfc,False,972136432-2,9721364322,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,80,80,nonnegative_decimal,False,4652000000,4652000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,costa,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-08-03,2026-08-03,iso_date,False
74,TRANSPORTES CARIBE AZUL S.A,982752478-1,Alimentos y bebidas,18,1854000000,Bogotá,Bogotá,lista,Lo refirió el gerente de una cuenta actual.,descartado,2026-06-25,75,74,74,trim_unicode_nfc,False,TRANSPORTES CARIBE AZUL S.A,TRANSPORTES CARIBE AZUL S.A,trim_unicode_nfc,False,982752478-1,9827524781,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,1854000000,1854000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-06-25,2026-06-25,iso_date,False
75,Soluciones Yumbo S.A.S.,960815128-3,Construcción,40,1825000000,Soacha,Centro,campaña,Lo refirió el gerente de una cuenta actual.,asignado,2026-05-09,76,75,75,trim_unicode_nfc,False,Soluciones Yumbo S.A.S.,Soluciones Yumbo S.A.S.,trim_unicode_nfc,False,960815128-3,9608151283,nit_remove_formatting,False,Construcción,construcción,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,1825000000,1825000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-05-09,2026-05-09,iso_date,False
76,Inversiones Chicamocha S.A.S.,910882252-2,Textil,40,2435000000,Villavicencio,Centro,evento,Solicitó información de eficiencia energética para planta nueva.,descartado,2026-06-19,77,76,76,trim_unicode_nfc,False,Inversiones Chicamocha S.A.S.,Inversiones Chicamocha S.A.S.,trim_unicode_nfc,False,910882252-2,9108822522,nit_remove_formatting,False,Textil,textil,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,2435000000,2435000000,nonnegative_decimal,False,Villavicencio,Villavicencio,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-06-19,2026-06-19,iso_date,False
77,Industrias Ecoandes S.A.S.,914134241-4,Manufactura,900,28551000000,Bogotá,CENTRO,evento,,en_gestion,2026-04-29,78,77,77,trim_unicode_nfc,False,Industrias Ecoandes S.A.S.,Industrias Ecoandes S.A.S.,trim_unicode_nfc,False,914134241-4,9141342414,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,28551000000,28551000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-04-29,2026-04-29,iso_date,False
78,Constructora Sierra Nevada S. en C.,946773617-4,Servicios profesionales,,36201000000,Bogotá,CENTRO,campaña,Insistió en hablar con alguien senior.,descartado,2026-06-27,79,78,78,trim_unicode_nfc,False,Constructora Sierra Nevada S. en C.,Constructora Sierra Nevada S. en C.,trim_unicode_nfc,False,946773617-4,9467736174,nit_remove_formatting,False,Servicios profesionales,servicios profesionales,trim_unicode_casefold,False,,,missing,False,36201000000,36201000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-06-27,2026-06-27,iso_date,False
79,Transportes Monserrate S.A.S.,972538334-0,Química,650,89131000000,Palmira,occidente,referido,,en_gestion,2026-07-17,80,79,79,trim_unicode_nfc,False,Transportes Monserrate S.A.S.,Transportes Monserrate S.A.S.,trim_unicode_nfc,False,972538334-0,9725383340,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,650,650,nonnegative_decimal,False,89131000000,89131000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-17,2026-07-17,iso_date,False
80,Alimentos Orinoquía S.A.S.,990359054-1,Educación,260,12204000000,Bogotá,Centro,campaña,"Registro cargado desde base comprada, sin validar.",asignado,2026-05-24,81,80,80,trim_unicode_nfc,False,Alimentos Orinoquía S.A.S.,Alimentos Orinoquía S.A.S.,trim_unicode_nfc,False,990359054-1,9903590541,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,260,260,nonnegative_decimal,False,12204000000,12204000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-05-24,2026-05-24,iso_date,False
81,Manufacturas Ecoandes S.A.,982012766-4,Alimentos y bebidas,120,4939000000,Medellín,ANT,campaña,"Registro cargado desde base comprada, sin validar.",asignado,2026-04-21,82,81,81,trim_unicode_nfc,False,Manufacturas Ecoandes S.A.,Manufacturas Ecoandes S.A.,trim_unicode_nfc,False,982012766-4,9820127664,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,120,120,nonnegative_decimal,False,4939000000,4939000000,nonnegative_decimal,False,Medellín,Medellín,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-04-21,2026-04-21,iso_date,False
82,Alimentos Cafetera S.A.S.,965949635-4,Hotelería,18,1398000000,Bucaramanga,centro,web,"Ya fue cliente en 2023, se retiró por precio.",en_gestion,2026-07-22,83,82,82,trim_unicode_nfc,False,Alimentos Cafetera S.A.S.,Alimentos Cafetera S.A.S.,trim_unicode_nfc,False,965949635-4,9659496354,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,1398000000,1398000000,nonnegative_decimal,False,Bucaramanga,Bucaramanga,trim_unicode_nfc,False,centro,Centro,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-22,2026-07-22,iso_date,False
83,Suministros Zipaquirá S.A.S.,936450465-3,Manufactura,40,915000000,Rionegro,ANT,web,,en_gestion,2026-04-17,84,83,83,trim_unicode_nfc,False,Suministros Zipaquirá S.A.S.,Suministros Zipaquirá S.A.S.,trim_unicode_nfc,False,936450465-3,9364504653,nit_remove_formatting,False,Manufactura,manufactura,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,915000000,915000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-04-17,2026-04-17,iso_date,False
84,Servicios Monserrate Ltda.,945193289-2,Alimentos y bebidas,120,2524000000,Santa Marta,,lista,Pidió que lo contacte alguien que conozca el sector.,asignado,2026-03-14,85,84,84,trim_unicode_nfc,False,Servicios Monserrate Ltda.,Servicios Monserrate Ltda.,trim_unicode_nfc,False,945193289-2,9451932892,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,120,120,nonnegative_decimal,False,2524000000,2524000000,nonnegative_decimal,False,Santa Marta,Santa Marta,trim_unicode_nfc,False,,,missing,False,lista,lista,trim_unicode_casefold,False,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-03-14,2026-03-14,iso_date,False
85,Inversiones La Candelaria Ltda.,919263960-0,Alimentos y bebidas,420,43205000000,Chía,centro,referido,Insistió en hablar con alguien senior.,descartado,2026-05-18,86,85,85,trim_unicode_nfc,False,Inversiones La Candelaria Ltda.,Inversiones La Candelaria Ltda.,trim_unicode_nfc,False,919263960-0,9192639600,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,43205000000,43205000000,nonnegative_decimal,False,Chía,Chía,trim_unicode_nfc,False,centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-05-18,2026-05-18,iso_date,False
86,Inversiones La Candelaria S.A.S.,978600755-7,Educación,2100,119627000000,Manizales,occidente,campaña,"Correo rebotado, el celular sí contesta.",en_gestion,2026-03-26,87,86,86,trim_unicode_nfc,False,Inversiones La Candelaria S.A.S.,Inversiones La Candelaria S.A.S.,trim_unicode_nfc,False,978600755-7,9786007557,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,119627000000,119627000000,nonnegative_decimal,False,Manizales,Manizales,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,campaña,campaña,trim_unicode_casefold,False,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-03-26,2026-03-26,iso_date,False
87,Industrias Vallecaucana Ltda.,969895770-3,Tecnología,2100,57883000000,Rionegro,Antioquia,evento,Solicitó información de eficiencia energética para planta nueva.,en_gestion,2026-09-04,88,87,87,trim_unicode_nfc,False,Industrias Vallecaucana Ltda.,Industrias Vallecaucana Ltda.,trim_unicode_nfc,False,969895770-3,9698957703,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,57883000000,57883000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-09-04,2026-09-04,iso_date,False
88,Manufacturas El Dorado Ltda.,993978250-2,Hotelería,40,707000000,Rionegro,antioquia,lista,,asignado,2026-03-04,89,88,88,trim_unicode_nfc,False,Manufacturas El Dorado Ltda.,Manufacturas El Dorado Ltda.,trim_unicode_nfc,False,993978250-2,9939782502,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,40,40,nonnegative_decimal,False,707000000,707000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,antioquia,Antioquia,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,asignado,asignado,trim_casefold_status,False,2026-03-04,2026-03-04,iso_date,False
89,Manufacturas Sierra Nevada S.A.S.,900279262-9,Inmobiliario,8,,Medellín,antioquia,web,,en_gestion,2026-05-06,90,89,89,trim_unicode_nfc,False,Manufacturas Sierra Nevada S.A.S.,Manufacturas Sierra Nevada S.A.S.,trim_unicode_nfc,False,900279262-9,9002792629,nit_remove_formatting,False,Inmobiliario,inmobiliario,trim_unicode_casefold,False,8,8,nonnegative_decimal,False,,,missing,False,Medellín,Medellín,trim_unicode_nfc,False,antioquia,Antioquia,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-05-06,2026-05-06,iso_date,False
90,Grupo Orinoquía S.A.,963999435-4,Hotelería,180,13205000000,Bucaramanga,Centro,lista,,en_gestion,2026-06-11,91,90,90,trim_unicode_nfc,False,Grupo Orinoquía S.A.,Grupo Orinoquía S.A.,trim_unicode_nfc,False,963999435-4,9639994354,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,13205000000,13205000000,nonnegative_decimal,False,Bucaramanga,Bucaramanga,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-06-11,2026-06-11,iso_date,False
91,Alimentos Zipaquirá Ltda.,966078490-1,Retail,180,7472000000,Soacha,Centro,web,,asignado,2026-04-20,92,91,91,trim_unicode_nfc,False,Alimentos Zipaquirá Ltda.,Alimentos Zipaquirá Ltda.,trim_unicode_nfc,False,966078490-1,9660784901,nit_remove_formatting,False,Retail,retail,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,7472000000,7472000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,,,missing,False,asignado,asignado,trim_casefold_status,False,2026-04-20,2026-04-20,iso_date,False
92,Inversiones Yumbo S.A.S.,917102092-9,Transporte y logística,650,30202000000,Villavicencio,Centro,lista,Solicitó información de eficiencia energética para planta nueva.,en_gestion,2026-07-21,93,92,92,trim_unicode_nfc,False,Inversiones Yumbo S.A.S.,Inversiones Yumbo S.A.S.,trim_unicode_nfc,False,917102092-9,9171020929,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,650,650,nonnegative_decimal,False,30202000000,30202000000,nonnegative_decimal,False,Villavicencio,Villavicencio,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-21,2026-07-21,iso_date,False
93,Textiles Orinoquía S.A.S.,900336827-8,Transporte y logística,,1969000000,Sincelejo,Costa,web,,asignado,2026-02-26,94,93,93,trim_unicode_nfc,False,Textiles Orinoquía S.A.S.,Textiles Orinoquía S.A.S.,trim_unicode_nfc,False,900336827-8,9003368278,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,,,missing,False,1969000000,1969000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,,,missing,False,asignado,asignado,trim_casefold_status,False,2026-02-26,2026-02-26,iso_date,False
94,Servicios San Rafael S.A.,941520042-4,Metalmecánica,1400,46324000000,Barranquilla,Costa,evento,"Registro cargado desde base comprada, sin validar.",descartado,2026-04-16,95,94,94,trim_unicode_nfc,False,Servicios San Rafael S.A.,Servicios San Rafael S.A.,trim_unicode_nfc,False,941520042-4,9415200424,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,46324000000,46324000000,nonnegative_decimal,False,Barranquilla,Barranquilla,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-04-16,2026-04-16,iso_date,False
95,Textiles El Dorado Ltda.,924283969-3,Minería,80,4934000000,Cali,occidente,lista,,descartado,2026-02-21,96,95,95,trim_unicode_nfc,False,Textiles El Dorado Ltda.,Textiles El Dorado Ltda.,trim_unicode_nfc,False,924283969-3,9242839693,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,80,80,nonnegative_decimal,False,4934000000,4934000000,nonnegative_decimal,False,Cali,Cali,trim_unicode_nfc,False,occidente,Occidente,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,,,missing,False,descartado,descartado,trim_casefold_status,False,2026-02-21,2026-02-21,iso_date,False
96,Agropecuaria Puerto Colombia S.A.S.,949451898-8,Transporte y logística,900,62155000000,Soacha,Bogotá,referido,,asignado,2026-03-11,97,96,96,trim_unicode_nfc,False,Agropecuaria Puerto Colombia S.A.S.,Agropecuaria Puerto Colombia S.A.S.,trim_unicode_nfc,False,949451898-8,9494518988,nit_remove_formatting,False,Transporte y logística,transporte y logística,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,62155000000,62155000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,,,missing,False,asignado,asignado,trim_casefold_status,False,2026-03-11,2026-03-11,iso_date,False
97,Comercializadora Los Nevados S.A.S.,900056638-8,,900,45271000000,Itagüí,ANT,evento,"Está comparando tres propuestas, decide este mes.",en_gestion,2026-09-05,98,97,97,trim_unicode_nfc,False,Comercializadora Los Nevados S.A.S.,Comercializadora Los Nevados S.A.S.,trim_unicode_nfc,False,900056638-8,9000566388,nit_remove_formatting,False,,,missing,False,900,900,nonnegative_decimal,False,45271000000,45271000000,nonnegative_decimal,False,Itagüí,Itagüí,trim_unicode_nfc,False,ANT,Antioquia,explicit_zone_alias,False,evento,evento,trim_unicode_casefold,False,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-09-05,2026-09-05,iso_date,False
98,Textiles Caribe Azul Ltda.,941745027-1,Educación,18,2044000000,Montería,Costa,referido,Lo refirió el gerente de una cuenta actual.,en_gestion,2026-07-08,99,98,98,trim_unicode_nfc,False,Textiles Caribe Azul Ltda.,Textiles Caribe Azul Ltda.,trim_unicode_nfc,False,941745027-1,9417450271,nit_remove_formatting,False,Educación,educación,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,2044000000,2044000000,nonnegative_decimal,False,Montería,Montería,trim_unicode_nfc,False,Costa,Costa,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-08,2026-07-08,iso_date,False
99,Suministros Magdalena Ltda.,929162683-9,Tecnología,2100,55820000000,Sincelejo,costa,lista,"Empresa familiar, decide el dueño directamente.",en_gestion,2026-05-28,100,99,99,trim_unicode_nfc,False,Suministros Magdalena Ltda.,Suministros Magdalena Ltda.,trim_unicode_nfc,False,929162683-9,9291626839,nit_remove_formatting,False,Tecnología,tecnología,trim_unicode_casefold,False,2100,2100,nonnegative_decimal,False,55820000000,55820000000,nonnegative_decimal,False,Sincelejo,Sincelejo,trim_unicode_nfc,False,costa,Costa,explicit_zone_alias,False,lista,lista,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-05-28,2026-05-28,iso_date,False
100,Logística Guadalupe S. en C.,916669777-8,Hotelería,420,46385000000,Cúcuta,Bogotá,referido,Ya lo contactamos en marzo y pidió que no insistiéramos.,en_gestion,2026-07-03,101,100,100,trim_unicode_nfc,False,Logística Guadalupe S. en C.,Logística Guadalupe S. en C.,trim_unicode_nfc,False,916669777-8,9166697778,nit_remove_formatting,False,Hotelería,hotelería,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,46385000000,46385000000,nonnegative_decimal,False,Cúcuta,Cúcuta,trim_unicode_nfc,False,Bogotá,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-03,2026-07-03,iso_date,False
101,Industrias Bolívar S. en C.,920906822-1,Minería,18,942000000,Rionegro,Antioquia,referido,,en_gestion,2026-07-25,102,101,101,trim_unicode_nfc,False,Industrias Bolívar S. en C.,Industrias Bolívar S. en C.,trim_unicode_nfc,False,920906822-1,9209068221,nit_remove_formatting,False,Minería,minería,trim_unicode_casefold,False,18,18,nonnegative_decimal,False,942000000,942000000,nonnegative_decimal,False,Rionegro,Rionegro,trim_unicode_nfc,False,Antioquia,Antioquia,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,,,missing,False,en_gestion,en_gestion,trim_casefold_status,False,2026-07-25,2026-07-25,iso_date,False
102,Textiles Antares Ltda.,959789675-3,Alimentos y bebidas,900,80629000000,Bogotá,Centro,web,,asignado,2026-02-22,103,102,102,trim_unicode_nfc,False,Textiles Antares Ltda.,Textiles Antares Ltda.,trim_unicode_nfc,False,959789675-3,9597896753,nit_remove_formatting,False,Alimentos y bebidas,alimentos y bebidas,trim_unicode_casefold,False,900,900,nonnegative_decimal,False,80629000000,80629000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,web,web,trim_unicode_casefold,False,,,missing,False,asignado,asignado,trim_casefold_status,False,2026-02-22,2026-02-22,iso_date,False
103,Agropecuaria Antares S. en C.,972053858-6,Metalmecánica,180,3347000000,Bogotá,Centro,referido,"Empresa familiar, decide el dueño directamente.",descartado,2026-09-15,104,103,103,trim_unicode_nfc,False,Agropecuaria Antares S. en C.,Agropecuaria Antares S. en C.,trim_unicode_nfc,False,972053858-6,9720538586,nit_remove_formatting,False,Metalmecánica,metalmecánica,trim_unicode_casefold,False,180,180,nonnegative_decimal,False,3347000000,3347000000,nonnegative_decimal,False,Bogotá,Bogotá,trim_unicode_nfc,False,Centro,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",trim_unicode_nfc,False,descartado,descartado,trim_casefold_status,False,2026-09-15,2026-09-15,iso_date,False
104,Servicios Girardot S. en C.,972742379-1,Química,420,68852000000,Soacha,CENTRO,referido,"Ya fue cliente en 2023, se retiró por precio.",en_gestion,2026-05-20,105,104,104,trim_unicode_nfc,False,Servicios Girardot S. en C.,Servicios Girardot S. en C.,trim_unicode_nfc,False,972742379-1,9727423791,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,420,420,nonnegative_decimal,False,68852000000,68852000000,nonnegative_decimal,False,Soacha,Soacha,trim_unicode_nfc,False,CENTRO,Centro,explicit_zone_alias,False,referido,referido,trim_unicode_casefold,False,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",trim_unicode_nfc,False,en_gestion,en_gestion,trim_casefold_status,False,2026-05-20,2026-05-20,iso_date,False
105,Inversiones Bolívar S.A.S.,932572565-2,Química,1400,83103000000,Palmira,,campaña,Ya lo contactamos en marzo y pidió que no insistiéramos.,asignado,2026-05-14,106,105,105,trim_unicode_nfc,False,Inversiones Bolívar S.A.S.,Inversiones Bolívar S.A.S.,trim_unicode_nfc,False,932572565-2,9325725652,nit_remove_formatting,False,Química,química,trim_unicode_casefold,False,1400,1400,nonnegative_decimal,False,83103000000,83103000000,nonnegative_decimal,False,Palmira,Palmira,trim_unicode_nfc,False,,,missing,False,campaña,campaña,trim_unicode_casefold,False,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,trim_unicode_nfc,False,asignado,asignado,trim_casefold_status,False,2026-05-14,2026-05-14,iso_date,False
